	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
753	10/14/1982 -- 9:00 PM	55.9 °F	51.1 °F	84%	29.88 in	25.0 mi	South	4.6 mph	  -	N/A	"	 "	Scattered Clouds
754	10/14/1982 -- 10:00 PM	59.0 °F	50.0 °F	72%	29.91 in	25.0 mi	NNW	9.2 mph	  -	N/A	"	 "	Scattered Clouds
755	10/14/1982 -- 11:00 PM	57.0 °F	45.0 °F	64%	29.92 in	25.0 mi	NNW	9.2 mph	  -	N/A	"	 "	Clear
756	3/28/1982 -- 12:00 AM	30.9 °F	15.1 °F	52%	30.45 in	20.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Clear
757	3/28/1982 -- 1:00 AM	30.0 °F	12.0 °F	47%	30.46 in	20.0 mi	NNW	8.1 mph	  -	N/A	"	 "	Clear
758	3/28/1982 -- 2:00 AM	28.9 °F	12.9 °F	51%	30.48 in	20.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Clear
759	3/28/1982 -- 3:00 AM	28.9 °F	18.0 °F	64%	30.47 in	20.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Clear
760	3/28/1982 -- 4:00 AM	27.0 °F	19.0 °F	72%	30.47 in	20.0 mi	NNW	4.6 mph	  -	N/A	"	 "	Clear
761	3/28/1982 -- 5:00 AM	27.0 °F	10.9 °F	51%	30.49 in	20.0 mi	North	8.1 mph	  -	N/A	"	 "	Clear
762	3/28/1982 -- 6:00 AM	27.0 °F	14.0 °F	58%	30.53 in	20.0 mi	North	6.9 mph	  -	N/A	"	 "	Clear
763	3/28/1982 -- 7:00 AM	25.0 °F	10.0 °F	53%	30.57 in	20.0 mi	North	6.9 mph	  -	N/A	"	 "	Clear
764	3/28/1982 -- 8:00 AM	30.0 °F	10.0 °F	43%	30.60 in	20.0 mi	NNE	9.2 mph	  -	N/A	"	 "	Clear
765	3/28/1982 -- 9:00 AM	32.0 °F	6.1 °F	34%	30.61 in	20.0 mi	NNE	11.5 mph	  -	N/A	"	 "	Clear
766	3/28/1982 -- 10:00 AM	36.0 °F	10.0 °F	34%	30.61 in	20.0 mi	ENE	12.7 mph	  -	N/A	"	 "	Clear
767	3/28/1982 -- 11:00 AM	39.9 °F	12.0 °F	32%	30.59 in	20.0 mi	NE	12.7 mph	  -	N/A	"	 "	Clear
768	3/28/1982 -- 12:00 PM	42.1 °F	9.0 °F	26%	30.57 in	20.0 mi	ENE	11.5 mph	  -	N/A	"	 "	Clear
769	3/28/1982 -- 1:00 PM	45.0 °F	8.1 °F	22%	30.55 in	20.0 mi	ENE	9.2 mph	  -	N/A	"	 "	Clear
770	3/28/1982 -- 2:00 PM	48.0 °F	9.0 °F	21%	30.52 in	20.0 mi	SE	8.1 mph	  -	N/A	"	 "	Clear
771	3/28/1982 -- 3:00 PM	48.9 °F	8.1 °F	19%	30.51 in	20.0 mi	North	6.9 mph	  -	N/A	"	 "	Clear
772	3/28/1982 -- 4:00 PM	50.0 °F	6.1 °F	17%	30.49 in	20.0 mi	North	4.6 mph	  -	N/A	"	 "	Partly Cloudy
773	3/28/1982 -- 5:00 PM	48.9 °F	9.0 °F	20%	30.50 in	20.0 mi	East	5.8 mph	  -	N/A	"	 "	Partly Cloudy
774	3/28/1982 -- 6:00 PM	46.0 °F	16.0 °F	30%	30.51 in	20.0 mi	East	6.9 mph	  -	N/A	"	 "	Partly Cloudy
775	3/28/1982 -- 7:00 PM	44.1 °F	16.0 °F	32%	30.53 in	20.0 mi	East	4.6 mph	  -	N/A	"	 "	Clear
776	3/28/1982 -- 8:00 PM	39.0 °F	19.0 °F	45%	30.55 in	20.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
777	3/28/1982 -- 9:00 PM	36.0 °F	21.0 °F	55%	30.55 in	20.0 mi	East	5.8 mph	  -	N/A	"	 "	Clear
778	3/28/1982 -- 10:00 PM	35.1 °F	19.0 °F	52%	30.56 in	20.0 mi	East	5.8 mph	  -	N/A	"	 "	Clear
779	3/28/1982 -- 11:00 PM	37.0 °F	17.1 °F	44%	30.57 in	20.0 mi	East	5.8 mph	  -	N/A	"	 "	Clear
780	9/9/1981 -- 12:00 AM	69.1 °F	66.9 °F	93%	29.86 in	3.0 mi	West	4.6 mph	  -	N/A	Fog	Fog
781	9/9/1981 -- 1:00 AM	66.0 °F	64.0 °F	93%	29.87 in	7.0 mi	NW	6.9 mph	  -	N/A	"	 "	Clear
782	9/9/1981 -- 2:00 AM	63.0 °F	59.0 °F	87%	29.87 in	7.0 mi	NW	5.8 mph	  -	N/A	"	 "	Clear
783	9/9/1981 -- 3:00 AM	61.0 °F	57.0 °F	87%	29.86 in	10.0 mi	NNW	6.9 mph	  -	N/A	"	 "	Clear
784	9/9/1981 -- 4:00 AM	60.1 °F	57.0 °F	90%	29.86 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
785	9/9/1981 -- 5:00 AM	57.9 °F	55.9 °F	93%	29.86 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
786	9/9/1981 -- 6:00 AM	55.9 °F	55.0 °F	97%	29.87 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
787	9/9/1981 -- 7:00 AM	55.9 °F	54.0 °F	93%	29.89 in	7.0 mi	NW	4.6 mph	  -	N/A	"	 "	Clear
788	9/9/1981 -- 8:00 AM	55.9 °F	54.0 °F	93%	29.91 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
789	9/9/1981 -- 9:00 AM	63.0 °F	57.0 °F	81%	29.92 in	7.0 mi	NNW	4.6 mph	  -	N/A	"	 "	Clear
790	9/9/1981 -- 10:00 AM	66.9 °F	59.0 °F	76%	29.93 in	10.0 mi	North	6.9 mph	  -	N/A	"	 "	Clear
791	9/9/1981 -- 11:00 AM	70.0 °F	57.9 °F	65%	29.94 in	10.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Clear
792	9/9/1981 -- 12:00 PM	73.0 °F	57.0 °F	57%	29.94 in	10.0 mi	North	4.6 mph	  -	N/A	"	 "	Clear
793	9/9/1981 -- 1:00 PM	75.0 °F	55.0 °F	50%	29.93 in	10.0 mi	West	4.6 mph	  -	N/A	"	 "	Scattered Clouds
794	9/9/1981 -- 2:00 PM	78.1 °F	60.1 °F	54%	29.92 in	10.0 mi	North	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
795	9/9/1981 -- 3:00 PM	78.1 °F	55.0 °F	45%	29.91 in	10.0 mi	South	4.6 mph	  -	N/A	"	 "	Scattered Clouds
796	9/9/1981 -- 4:00 PM	78.1 °F	53.1 °F	42%	29.90 in	10.0 mi	NW	8.1 mph	  -	N/A	"	 "	Scattered Clouds
797	9/9/1981 -- 5:00 PM	78.1 °F	52.0 °F	40%	29.89 in	15.0 mi	West	8.1 mph	  -	N/A	"	 "	Scattered Clouds
798	9/9/1981 -- 6:00 PM	75.9 °F	53.1 °F	45%	29.90 in	20.0 mi	West	9.2 mph	  -	N/A	"	 "	Scattered Clouds
799	9/9/1981 -- 7:00 PM	73.9 °F	53.1 °F	48%	29.91 in	20.0 mi	WNW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
800	9/9/1981 -- 8:00 PM	69.1 °F	55.9 °F	63%	29.92 in	20.0 mi	NW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
801	9/9/1981 -- 9:00 PM	62.1 °F	57.0 °F	84%	29.95 in	25.0 mi	SE	4.6 mph	  -	N/A	"	 "	Scattered Clouds
802	9/9/1981 -- 10:00 PM	61.0 °F	57.9 °F	90%	29.97 in	20.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
803	9/9/1981 -- 11:00 PM	59.0 °F	57.0 °F	93%	29.98 in	20.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
804	2/21/1981 -- 12:00 AM	53.1 °F	43.0 °F	69%	29.64 in	10.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
805	2/21/1981 -- 1:00 AM	54.0 °F	42.1 °F	64%	29.63 in	10.0 mi	West	11.5 mph	23.0 mph	N/A	"	 "	Scattered Clouds
806	2/21/1981 -- 2:00 AM	53.1 °F	41.0 °F	64%	29.63 in	10.0 mi	WNW	13.8 mph	25.3 mph	N/A	"	 "	Clear
807	2/21/1981 -- 3:00 AM	52.0 °F	39.9 °F	63%	29.64 in	10.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Clear
808	2/21/1981 -- 4:00 AM	51.1 °F	41.0 °F	68%	29.66 in	10.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Clear
809	2/21/1981 -- 5:00 AM	50.0 °F	42.1 °F	74%	29.67 in	10.0 mi	WNW	13.8 mph	  -	N/A	"	 "	Clear
810	2/21/1981 -- 6:00 AM	50.0 °F	42.1 °F	74%	29.70 in	10.0 mi	WNW	10.4 mph	  -	N/A	"	 "	Clear
811	2/21/1981 -- 7:00 AM	48.9 °F	42.1 °F	77%	29.71 in	15.0 mi	WNW	10.4 mph	  -	N/A	"	 "	Scattered Clouds
812	2/21/1981 -- 8:00 AM	50.0 °F	42.1 °F	74%	29.74 in	20.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
813	2/21/1981 -- 9:00 AM	53.1 °F	43.0 °F	69%	29.75 in	20.0 mi	NW	12.7 mph	  -	N/A	"	 "	Overcast
814	2/21/1981 -- 10:00 AM	55.0 °F	44.1 °F	67%	29.77 in	20.0 mi	NW	15.0 mph	23.0 mph	N/A	"	 "	Overcast
815	2/21/1981 -- 11:00 AM	57.0 °F	43.0 °F	59%	29.78 in	20.0 mi	NNW	16.1 mph	  -	N/A	"	 "	Overcast
816	2/21/1981 -- 12:00 PM	59.0 °F	45.0 °F	60%	29.79 in	20.0 mi	NNW	17.3 mph	23.0 mph	N/A	"	 "	Overcast
817	2/21/1981 -- 1:00 PM	59.0 °F	46.0 °F	62%	29.78 in	25.0 mi	NNW	13.8 mph	  -	N/A	"	 "	Overcast
818	2/21/1981 -- 2:00 PM	61.0 °F	43.0 °F	52%	29.77 in	25.0 mi	NNW	13.8 mph	  -	N/A	"	 "	Mostly Cloudy
819	2/21/1981 -- 3:00 PM	63.0 °F	44.1 °F	50%	29.75 in	30.0 mi	NNW	18.4 mph	23.0 mph	N/A	"	 "	Mostly Cloudy
820	2/21/1981 -- 4:00 PM	64.0 °F	46.0 °F	52%	29.77 in	25.0 mi	NW	13.8 mph	  -	N/A	"	 "	Scattered Clouds
821	2/21/1981 -- 5:00 PM	64.0 °F	44.1 °F	48%	29.79 in	25.0 mi	NNW	12.7 mph	  -	N/A	"	 "	Clear
822	2/21/1981 -- 6:00 PM	61.0 °F	43.0 °F	52%	29.81 in	20.0 mi	WNW	10.4 mph	  -	N/A	"	 "	Scattered Clouds
823	2/21/1981 -- 7:00 PM	59.0 °F	44.1 °F	58%	29.83 in	20.0 mi	NNW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
824	2/21/1981 -- 8:00 PM	57.9 °F	43.0 °F	58%	29.83 in	20.0 mi	North	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
825	2/21/1981 -- 9:00 PM	55.9 °F	43.0 °F	62%	29.86 in	20.0 mi	North	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
826	2/21/1981 -- 10:00 PM	52.0 °F	45.0 °F	77%	29.89 in	20.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
827	2/21/1981 -- 11:00 PM	51.1 °F	42.1 °F	71%	29.91 in	20.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
828	2/21/1981 -- 11:25 PM	  -	  -	N/A%	29.91 in	15.0 mi	NW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
829	8/5/1980 -- 12:00 AM	78.1 °F	72.0 °F	81%	30.00 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Overcast
830	8/5/1980 -- 1:00 AM	77.0 °F	73.0 °F	88%	30.02 in	15.0 mi	West	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
831	8/5/1980 -- 2:00 AM	75.0 °F	72.0 °F	90%	30.01 in	15.0 mi	South	4.6 mph	  -	N/A	"	 "	Scattered Clouds
832	8/5/1980 -- 3:00 AM	73.0 °F	72.0 °F	96%	30.01 in	15.0 mi	South	5.8 mph	  -	N/A	"	 "	Scattered Clouds
833	8/5/1980 -- 4:00 AM	73.9 °F	73.0 °F	97%	30.01 in	15.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
834	8/5/1980 -- 5:00 AM	75.0 °F	73.0 °F	94%	30.02 in	15.0 mi	South	5.8 mph	  -	N/A	"	 "	Clear
835	8/5/1980 -- 6:00 AM	73.9 °F	72.0 °F	93%	30.04 in	10.0 mi	South	4.6 mph	  -	N/A	"	 "	Clear
836	8/5/1980 -- 7:00 AM	73.9 °F	73.0 °F	97%	30.07 in	6.0 mi	South	4.6 mph	  -	N/A	Fog	Fog
837	8/5/1980 -- 8:00 AM	75.9 °F	73.9 °F	94%	30.08 in	7.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Clear
838	8/5/1980 -- 9:00 AM	81.0 °F	73.0 °F	77%	30.10 in	7.0 mi	SW	9.2 mph	  -	N/A	"	 "	Clear
839	8/5/1980 -- 10:00 AM	84.0 °F	73.0 °F	69%	30.10 in	7.0 mi	SW	9.2 mph	  -	N/A	"	 "	Clear
840	8/5/1980 -- 11:00 AM	88.0 °F	73.0 °F	61%	30.11 in	7.0 mi	West	9.2 mph	  -	N/A	"	 "	Clear
841	8/5/1980 -- 12:00 PM	91.9 °F	71.1 °F	50%	30.11 in	8.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Clear
842	8/5/1980 -- 1:00 PM	93.0 °F	68.0 °F	44%	30.10 in	8.0 mi	SW	13.8 mph	  -	N/A	"	 "	Clear
843	8/5/1980 -- 2:00 PM	93.0 °F	70.0 °F	47%	30.09 in	8.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Unknown
844	8/5/1980 -- 3:00 PM	93.9 °F	71.1 °F	47%	30.08 in	10.0 mi	SW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
845	8/5/1980 -- 4:00 PM	93.9 °F	69.1 °F	44%	30.07 in	10.0 mi	South	10.4 mph	  -	N/A	"	 "	Scattered Clouds
846	8/5/1980 -- 5:00 PM	93.9 °F	69.1 °F	44%	30.06 in	10.0 mi	West	13.8 mph	  -	N/A	"	 "	Scattered Clouds
847	8/5/1980 -- 6:00 PM	93.0 °F	68.0 °F	44%	30.06 in	15.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
848	8/5/1980 -- 7:00 PM	91.9 °F	68.0 °F	45%	30.05 in	15.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
849	8/5/1980 -- 8:00 PM	89.1 °F	69.1 °F	52%	30.05 in	15.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
850	8/5/1980 -- 9:00 PM	84.0 °F	70.0 °F	63%	30.09 in	15.0 mi	SW	4.6 mph	  -	N/A	"	 "	Partly Cloudy
851	8/5/1980 -- 10:00 PM	81.0 °F	71.1 °F	72%	30.11 in	15.0 mi	SSE	3.5 mph	  -	N/A	"	 "	Mostly Cloudy
852	8/5/1980 -- 11:00 PM	80.1 °F	71.1 °F	74%	30.12 in	15.0 mi	SSE	3.5 mph	  -	N/A	"	 "	Scattered Clouds
853	1/18/1980 -- 12:00 AM	46.9 °F	43.0 °F	86%	30.22 in	4.0 mi	East	4.6 mph	  -	0.01 in	Fog	"	,"
854	1/18/1980 -- 1:00 AM	45.0 °F	45.0 °F	100%	30.19 in	4.0 mi	East	4.6 mph	  -	0.05 in	Fog	"	,"
855	1/18/1980 -- 2:00 AM	45.0 °F	45.0 °F	100%	30.17 in	4.0 mi	ESE	6.9 mph	  -	0.02 in	Fog	"	,"
856	1/18/1980 -- 3:00 AM	45.0 °F	45.0 °F	100%	30.17 in	4.0 mi	ESE	6.9 mph	  -	0.01 in	Fog	"	,"
857	1/18/1980 -- 4:00 AM	45.0 °F	45.0 °F	100%	30.17 in	4.0 mi	ESE	9.2 mph	  -	0.06 in	Fog	"	,"
858	1/18/1980 -- 5:00 AM	45.0 °F	45.0 °F	100%	30.15 in	2.0 mi	ESE	8.1 mph	  -	0.04 in	Fog	"	,"
859	1/18/1980 -- 5:05 AM	  -	  -	N/A%	30.14 in	2.0 mi	ESE	10.4 mph	  -	N/A	Fog	"	,"
860	1/18/1980 -- 6:00 AM	45.0 °F	45.0 °F	100%	30.14 in	2.0 mi	ESE	6.9 mph	  -	0.03 in	Fog	"	,"
861	1/18/1980 -- 7:00 AM	45.0 °F	45.0 °F	100%	30.12 in	2.0 mi	ESE	9.2 mph	  -	0.04 in	Fog	"	,"
862	1/18/1980 -- 8:00 AM	45.0 °F	45.0 °F	100%	30.12 in	2.0 mi	ESE	9.2 mph	  -	0.03 in	Fog	"	,"
863	1/18/1980 -- 8:25 AM	  -	  -	N/A%	30.13 in	1.0 mi	East	4.6 mph	  -	N/A	Fog	"	,"
864	1/18/1980 -- 9:00 AM	45.0 °F	45.0 °F	100%	30.12 in	1.0 mi	East	4.6 mph	  -	0.04 in	Fog	"	,"
865	1/18/1980 -- 9:20 AM	  -	  -	N/A%	30.12 in	2.0 mi	SE	6.9 mph	  -	N/A	Fog	"	,"
866	1/18/1980 -- 10:00 AM	45.0 °F	45.0 °F	100%	30.14 in	2.0 mi	SSE	6.9 mph	  -	0.11 in	Fog	"	,"
867	1/18/1980 -- 10:15 AM	  -	  -	N/A%	30.12 in	1.0 mi	ESE	6.9 mph	  -	N/A	Fog	"	,"
868	1/18/1980 -- 10:22 AM	  -	  -	N/A%	30.13 in	1.0 mi	SSE	4.6 mph	  -	N/A	Fog	"	,"
869	1/18/1980 -- 11:00 AM	46.0 °F	46.0 °F	100%	30.12 in	1.0 mi	SE	8.1 mph	  -	0.16 in	Fog	"	,"
870	1/18/1980 -- 12:00 PM	46.9 °F	46.9 °F	100%	30.07 in	1.0 mi	ESE	11.5 mph	  -	0.11 in	Fog	"	,"
871	1/18/1980 -- 1:00 PM	46.9 °F	46.9 °F	100%	30.02 in	1.0 mi	SE	9.2 mph	  -	0.18 in	Fog	"	,"
872	1/18/1980 -- 2:00 PM	48.0 °F	48.0 °F	100%	29.98 in	1.0 mi	ESE	12.7 mph	  -	0.08 in	Fog	"	,"
873	1/18/1980 -- 3:00 PM	50.0 °F	50.0 °F	100%	29.96 in	1.0 mi	SE	13.8 mph	  -	0.01 in	Fog	"	,"
874	1/18/1980 -- 4:00 PM	50.0 °F	50.0 °F	100%	29.96 in	1.0 mi	SSE	5.8 mph	  -	0.01 in	Fog	"	,"
875	1/18/1980 -- 4:16 PM	  -	  -	N/A%	29.97 in	1.0 mi	NNW	6.9 mph	  -	N/A	Fog	"	,"
876	1/18/1980 -- 5:00 PM	50.0 °F	50.0 °F	100%	29.98 in	1.0 mi	NNW	9.2 mph	  -	0.07 in	Fog	"	,"
877	1/18/1980 -- 5:16 PM	  -	  -	N/A%	30.00 in	1.0 mi	NNW	11.5 mph	  -	N/A	Fog	"	,"
878	1/18/1980 -- 6:00 PM	48.9 °F	48.9 °F	100%	30.01 in	6.0 mi	NNW	9.2 mph	  -	0.03 in	Fog	"	,"
879	1/18/1980 -- 6:02 PM	  -	  -	N/A%	30.02 in	10.0 mi	NW	10.4 mph	  -	N/A	"	 "	Overcast
880	1/18/1980 -- 6:13 PM	  -	  -	N/A%	30.03 in	10.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Overcast
881	1/18/1980 -- 6:27 PM	  -	  -	N/A%	30.04 in	10.0 mi	NW	9.2 mph	  -	N/A	"	 "	Overcast
882	1/18/1980 -- 7:00 PM	46.9 °F	46.9 °F	100%	30.05 in	10.0 mi	NNW	11.5 mph	  -	N/A	"	 "	Overcast
883	1/18/1980 -- 7:44 PM	  -	  -	N/A%	30.05 in	10.0 mi	NW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
884	1/18/1980 -- 8:00 PM	46.0 °F	46.0 °F	100%	30.05 in	10.0 mi	NW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
885	1/18/1980 -- 9:00 PM	44.1 °F	44.1 °F	100%	30.08 in	10.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Clear
886	1/18/1980 -- 10:00 PM	44.1 °F	44.1 °F	100%	30.08 in	10.0 mi	NW	9.2 mph	  -	N/A	"	 "	Clear
887	1/18/1980 -- 11:00 PM	43.0 °F	43.0 °F	100%	30.10 in	10.0 mi	NW	8.1 mph	  -	N/A	"	 "	Clear
888	7/2/1979 -- 12:00 AM	69.1 °F	63.0 °F	81%	29.92 in	15.0 mi	SW	3.5 mph	  -	N/A	"	 "	Clear
889	7/2/1979 -- 1:00 AM	66.0 °F	63.0 °F	90%	29.93 in	15.0 mi	SW	3.5 mph	  -	N/A	"	 "	Scattered Clouds
890	7/2/1979 -- 2:00 AM	62.1 °F	61.0 °F	96%	29.93 in	15.0 mi	South	4.6 mph	  -	N/A	"	 "	Clear
891	7/2/1979 -- 3:00 AM	64.0 °F	62.1 °F	93%	29.92 in	15.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Clear
892	7/2/1979 -- 4:00 AM	62.1 °F	61.0 °F	96%	29.92 in	15.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
893	7/2/1979 -- 5:00 AM	62.1 °F	61.0 °F	96%	29.93 in	15.0 mi	South	3.5 mph	  -	N/A	"	 "	Clear
894	7/2/1979 -- 6:00 AM	60.1 °F	60.1 °F	100%	29.93 in	4.0 mi	WSW	4.6 mph	  -	N/A	Fog	Fog
895	7/2/1979 -- 7:00 AM	61.0 °F	61.0 °F	100%	29.94 in	6.0 mi	SSW	4.6 mph	  -	N/A	Fog	Fog
896	7/2/1979 -- 8:00 AM	66.9 °F	63.0 °F	87%	29.96 in	7.0 mi	SW	5.8 mph	  -	N/A	"	 "	Clear
897	7/2/1979 -- 9:00 AM	72.0 °F	64.0 °F	76%	29.99 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Clear
898	7/2/1979 -- 10:00 AM	78.1 °F	64.0 °F	62%	29.98 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Partly Cloudy
899	7/2/1979 -- 11:00 AM	82.0 °F	62.1 °F	51%	29.98 in	10.0 mi	West	12.7 mph	18.4 mph	N/A	"	 "	Scattered Clouds
900	7/2/1979 -- 12:00 PM	82.0 °F	66.0 °F	58%	29.97 in	15.0 mi	West	13.8 mph	  -	N/A	"	 "	Mostly Cloudy
901	7/2/1979 -- 1:00 PM	84.0 °F	61.0 °F	46%	29.97 in	15.0 mi	WNW	17.3 mph	  -	N/A	"	 "	Mostly Cloudy
902	7/2/1979 -- 2:00 PM	86.0 °F	57.9 °F	38%	29.95 in	10.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
903	7/2/1979 -- 3:00 PM	87.1 °F	57.9 °F	37%	29.96 in	15.0 mi	WNW	16.1 mph	  -	N/A	"	 "	Mostly Cloudy
904	7/2/1979 -- 4:00 PM	87.1 °F	59.0 °F	39%	29.95 in	15.0 mi	West	13.8 mph	  -	N/A	"	 "	Overcast
905	7/2/1979 -- 5:00 PM	87.1 °F	59.0 °F	39%	29.95 in	15.0 mi	West	15.0 mph	  -	N/A	"	 "	Mostly Cloudy
906	7/2/1979 -- 6:00 PM	84.9 °F	60.1 °F	43%	29.94 in	15.0 mi	West	13.8 mph	  -	N/A	"	 "	Mostly Cloudy
907	7/2/1979 -- 7:00 PM	82.9 °F	64.9 °F	54%	29.94 in	15.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Scattered Clouds
908	7/2/1979 -- 8:00 PM	81.0 °F	64.0 °F	56%	29.95 in	15.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
909	7/2/1979 -- 9:00 PM	73.9 °F	64.0 °F	71%	29.96 in	15.0 mi	SW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
910	7/2/1979 -- 10:00 PM	73.0 °F	64.0 °F	73%	29.98 in	15.0 mi	West	5.8 mph	  -	N/A	"	 "	Clear
911	7/2/1979 -- 11:00 PM	69.1 °F	64.0 °F	84%	30.00 in	15.0 mi	SE	3.5 mph	  -	N/A	"	 "	Clear
912	12/14/1978 -- 12:00 AM	41.0 °F	28.0 °F	60%	30.10 in	15.0 mi	WNW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
913	12/14/1978 -- 1:00 AM	42.1 °F	30.0 °F	62%	30.10 in	25.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
914	12/14/1978 -- 2:00 AM	43.0 °F	30.0 °F	60%	30.12 in	25.0 mi	NW	10.4 mph	  -	N/A	"	 "	Overcast
915	12/14/1978 -- 3:00 AM	45.0 °F	28.9 °F	53%	30.14 in	35.0 mi	WNW	10.4 mph	  -	N/A	"	 "	Overcast
916	12/14/1978 -- 4:00 AM	42.1 °F	28.0 °F	58%	30.15 in	35.0 mi	WNW	6.9 mph	  -	N/A	"	 "	Overcast
917	12/14/1978 -- 5:00 AM	41.0 °F	21.0 °F	45%	30.19 in	40.0 mi	NW	13.8 mph	  -	N/A	"	 "	Overcast
918	12/14/1978 -- 6:00 AM	41.0 °F	19.0 °F	41%	30.21 in	45.0 mi	NW	11.5 mph	  -	N/A	"	 "	Overcast
919	12/14/1978 -- 7:00 AM	37.9 °F	19.0 °F	47%	30.25 in	45.0 mi	NW	10.4 mph	  -	N/A	"	 "	Overcast
920	12/14/1978 -- 8:00 AM	37.0 °F	19.9 °F	50%	30.28 in	30.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
921	12/14/1978 -- 9:00 AM	37.9 °F	19.0 °F	47%	30.30 in	30.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
922	12/14/1978 -- 10:00 AM	37.9 °F	19.0 °F	47%	30.32 in	30.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
923	12/14/1978 -- 11:00 AM	39.9 °F	19.0 °F	43%	30.35 in	30.0 mi	WNW	13.8 mph	  -	N/A	"	 "	Mostly Cloudy
924	12/14/1978 -- 12:00 PM	42.1 °F	18.0 °F	38%	30.32 in	30.0 mi	WNW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
925	12/14/1978 -- 1:00 PM	43.0 °F	18.0 °F	37%	30.31 in	30.0 mi	West	9.2 mph	  -	N/A	"	 "	Scattered Clouds
926	12/14/1978 -- 2:00 PM	44.1 °F	18.0 °F	35%	30.29 in	30.0 mi	West	8.1 mph	  -	N/A	"	 "	Scattered Clouds
927	12/14/1978 -- 3:00 PM	45.0 °F	18.0 °F	34%	30.28 in	30.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Clear
928	12/14/1978 -- 4:00 PM	44.1 °F	18.0 °F	35%	30.28 in	30.0 mi	West	8.1 mph	  -	N/A	"	 "	Clear
929	12/14/1978 -- 5:00 PM	39.9 °F	17.1 °F	40%	30.30 in	20.0 mi	West	5.8 mph	  -	N/A	"	 "	Clear
930	12/14/1978 -- 6:00 PM	36.0 °F	18.0 °F	48%	30.30 in	20.0 mi	SW	3.5 mph	  -	N/A	"	 "	Clear
931	12/14/1978 -- 7:00 PM	30.0 °F	19.0 °F	64%	30.32 in	20.0 mi	South	3.5 mph	  -	N/A	"	 "	Clear
932	12/14/1978 -- 8:00 PM	28.9 °F	19.0 °F	67%	30.32 in	20.0 mi	South	3.5 mph	  -	N/A	"	 "	Partly Cloudy
